82,140,1015
79,149,1015
85,150,1015
87,150,1016
85,150,1020
89,150,1015
87,150,1015
86,148,1014
86,149,1017
86,151,1017
87,149,1015
86,151,1015
86,152,1013
88,151,1014
86,150,1015
85,152,1015
87,152,1014
84,147,1014
86,148,1015
85,151,1015
85,149,1015
85,149,1014
85,149,1015
86,151,1014
87,153,1016
86,150,1014
89,156,1015
73,145,1014
74,144,1015
68,135,1015
85,147,1016
86,149,1014
87,152,1015
85,149,1014
90,152,1017
85,150,1015
85,149,1016
85,148,1015
86,151,1015
86,149,1016
83,150,1016
83,151,1014
84,150,1015
85,151,1015
84,150,1015
85,151,1015
85,150,1012
85,150,1017
85,150,1014
87,151,1014
85,150,1014
85,149,1015
84,149,1014
86,150,1015
77,149,1016
83,150,1014
85,151,1017
86,150,1015
82,149,1016
87,149,1016
84,148,1015
83,149,1015
65,130,1013
85,149,1015
51,116,1016
298,385,1016
65,169,1015
94,162,1015
116,171,1017
114,177,1016
112,171,1019
19,112,1017
71,135,1015
74,137,1014
79,144,1015
84,152,1015
95,163,1016
94,159,1015
91,156,1015
81,153,1016
86,149,1014
89,153,1016
88,154,1016
76,140,1016
77,140,1017
84,149,1015
87,149,1016
83,150,1015
86,152,1015
80,147,1015
83,147,1015
68,133,1015
76,139,1013
87,152,1016
84,146,1014
89,154,1016
98,160,1016
81,145,1015
83,148,1015
99,158,1015
84,153,1014
92,156,1016
91,155,1016
85,149,1013
85,149,1015
74,134,1014
104,134,1014
203,232,1014
81,140,1016
86,148,1016
86,150,1016
86,151,1016
78,150,1016
86,151,1013
85,147,1014
87,149,1019
87,153,1014
78,142,1015
88,157,1017
84,151,1016
86,150,1014
86,151,1016
88,153,1016
88,150,1016
87,150,1016
86,150,1016
85,150,1015
86,150,1014
86,150,1014
86,150,1013
85,151,1014
85,152,1015
87,150,1016
85,151,1015
86,152,1016
86,151,1016
86,151,1016
87,151,1016
85,151,1015
86,149,1017
84,149,1016
87,153,1014
85,151,1017
85,149,1015
86,149,999
84,151,1013
85,150,1016
86,150,1015
83,148,1015
85,151,1014
83,148,1014
78,142,1015
87,150,1014
90,156,1014
87,152,1017
84,151,1012
83,150,1016
86,150,1013
83,152,1016
84,147,1015
76,143,1015
92,154,1015
86,152,1013
86,152,1016
86,150,1014
88,152,1013
90,156,1017
72,138,1017
84,148,1015
83,149,1016
83,148,1016
84,148,1016
87,151,1015
85,151,1015
88,152,1014
88,152,1015
87,152,1015
90,154,1016
83,149,1015
86,151,1016
85,148,1015
86,148,1017
87,152,1016
85,149,1016
88,153,1015
89,154,1017
93,155,1016
84,153,1015
83,150,1015
93,158,1015
85,149,1016
83,148,1016
82,148,1016
101,162,1015
79,145,1016
86,151,1017
82,145,1014
84,152,1017
87,150,1015
92,154,1015
89,154,1017
68,138,1015
86,150,1016
85,148,1014
93,157,1017
82,146,1017
87,149,1016
88,151,1016
87,152,1014
86,150,1015
87,151,1014
88,153,1013
88,154,1016
86,150,1015
87,151,1016
86,149,1013
84,146,1017
73,141,1015
90,152,1015
94,155,1015
85,152,1015
94,155,1016
93,161,1015
83,151,1016
75,141,1017
86,148,1015
87,151,1014
85,150,1016
85,150,1017
118,235,1016
116,253,1015
91,175,1014
143,196,1016
92,162,1014
98,164,1015
87,156,1015
86,154,1015
88,152,1016
87,152,1016
84,150,1017
81,149,1014
84,150,1015
83,149,1014
84,150,1016
85,151,1014
88,151,1014
89,154,1014
91,152,1014
90,156,1016
91,153,1017
86,151,1016
87,150,1013
84,150,1015
83,147,1015
85,151,1016
84,149,1016
83,151,1015
87,151,1014
87,153,1015
89,154,1015
90,155,1016
90,156,1013
89,153,1016
87,153,1013
85,151,1015
83,148,1016
82,148,1015
86,154,1015
87,152,1017
89,153,1016
89,154,1016
89,152,1015
91,155,1018
88,154,1015
87,152,1016
86,151,1015
85,151,1014
85,150,1016
81,149,1016
83,148,1015
82,147,1016
83,148,1014
84,151,1014
87,152,1015
87,151,1016
90,154,1015
89,147,1015
90,155,1016
89,152,1017
87,152,1023
87,151,1018
85,150,1013
83,148,1015
81,148,1017
81,145,1015
81,146,1014
88,151,1016
88,154,1015
92,154,1014
89,154,1013
89,153,1015
86,152,1015
85,151,1014
84,150,1017
82,147,1014
83,149,1016
82,148,1017
84,150,1014
85,151,1016
86,152,1017
88,153,1015
89,154,1017
89,154,1015
89,154,1014
86,152,1014
80,147,1016
82,147,1015
82,147,1015
84,149,1016
84,151,1014
87,152,1015
87,153,1016
89,153,1013
86,151,1015
87,151,1015
85,151,1016
82,148,1013
82,148,1015
83,150,1015
87,152,1014
84,149,1014
88,151,1015
84,149,1015
85,149,1015
87,151,1015
84,148,1015
82,149,1014
81,147,1017
82,146,1014
83,148,1015
85,150,1018
86,151,1014
87,153,1014
88,154,1015
88,154,1016
88,151,1015
86,151,1016
81,148,1017
81,147,1014
81,147,1016
83,149,1013
86,151,1015
88,152,1015
90,154,1014
84,154,1015
81,146,1016
80,147,1015
83,150,1016
81,150,1015
86,151,1016
87,152,1015
88,154,1016
89,152,1015
87,151,1016
84,149,1017
83,147,1016
82,146,1017
82,147,1017
82,147,1014
84,150,1015
85,152,1014
89,152,1015
89,155,1016
87,153,1014
88,153,1016
85,149,1014
83,149,1016
81,148,1016
81,148,1015
82,146,1017
83,149,1014
85,150,1016
86,153,1018
87,152,1016
89,152,1016
88,156,1018
83,148,1015
80,147,1009
82,146,1016
79,145,1014
82,146,1015
83,151,1015
87,152,1016
88,153,1016
83,153,1015
85,151,1016
84,149,1017
81,148,1016
83,147,1016
81,148,1015
82,148,1016
85,150,1014
86,153,1015
87,153,1015
88,152,1015
89,153,1014
88,152,1015
86,151,1017
86,149,1015
81,150,1014
83,146,1015
81,147,1016
81,146,1014
83,149,1016
86,151,1015
85,151,1015
90,154,1016
87,152,1016
87,153,1016
85,150,1014
83,149,1015
82,147,1017
82,145,1015
81,147,1016
82,149,1017
84,150,1015
86,151,1015
88,153,1015
88,152,1015
88,153,1016
90,153,1015
85,150,1015
83,151,1013
77,148,1015
80,147,1014
82,149,1016
83,149,1014
84,152,1014
88,153,1016
88,154,1013
89,156,1016
89,153,1015
86,152,1016
87,152,1014
84,150,1015
79,146,1015
81,147,1016
80,146,1019
82,149,1014
84,151,1017
87,152,1015
88,155,1016
88,154,1015
88,153,1010
88,151,1015
86,151,1015
80,146,1015
84,150,1016
84,148,1015
82,147,1016
81,147,1015
80,148,1015
81,147,1015
81,146,1014
80,147,1013
84,149,1016
84,151,1016
88,153,1017
86,153,1017
87,154,1016
87,154,1016
88,153,1014
80,149,1016
82,148,1016
80,146,1017
82,147,1013
86,151,1014
87,152,1014
89,153,1015
88,153,1015
87,153,1015
87,151,1015
86,151,1013
85,150,1012
82,149,1014
80,147,1018
80,147,1017
80,147,1018
82,148,1014
84,148,1015
86,151,1015
87,153,1015
89,155,1015
89,153,1015
86,152,1015
85,151,1014
85,149,1014
82,148,1015
79,147,1015
81,147,1015
81,150,1017
83,148,1015
84,151,1016
87,151,1016
87,153,1015
90,153,1015
85,150,1016
82,149,1015
81,149,1015
82,146,1015
80,146,1016
80,148,1014
81,151,1015
88,153,1016
88,154,1015
89,153,1016
88,152,1016
87,152,1017
84,152,1018
82,149,1015
81,148,1016
80,146,1015
79,146,1016
81,148,1015
82,149,1017
83,151,1015
87,151,1016
87,152,1016
88,154,1014
87,153,1015
87,151,1018
85,149,1016
82,150,1014
81,148,1015
80,147,1016
82,147,1015
83,149,1015
85,150,1015
86,152,1015
87,153,1016
87,151,1017
85,152,1017
86,150,1015
84,147,1014
82,146,1015
80,146,1014
80,146,1015
82,148,1014
84,150,1017
86,153,1016
88,154,1014
81,151,1015
85,150,1016
82,147,1015
82,146,1014
80,146,1016
81,148,1017
81,147,1016
84,148,1015
85,151,1015
87,152,1016
88,152,1016
87,152,1015
88,153,1016
87,151,1015
83,148,1013
81,147,1014
79,147,1015
82,146,1016
83,148,1019
83,149,1015
87,152,1016
88,153,1014
89,153,1015
87,152,1013
86,151,1015
84,150,1015
81,146,1013
80,145,1015
82,146,1015
81,148,1015
85,151,1014
87,151,1016
88,151,1014
88,154,1013
86,150,1014
83,148,1017
82,148,1018
80,146,1017
81,145,1018
81,147,1015
86,153,1016
87,152,1016
87,152,1015
82,148,1015
80,147,1016
81,146,1014
82,147,1015
84,150,1015
87,152,1014
86,153,1014
87,151,1016
77,119,1016
80,141,1015
83,146,1014
83,148,1015
85,150,1015
88,153,1015
87,152,1015
86,152,1015
84,151,1016
83,148,1015
80,147,1015
81,147,1016
80,147,1015
83,149,1016
85,151,1018
88,152,1015
87,152,1015
88,152,1015
84,150,1016
81,147,1015
80,146,1016
80,147,1015
81,147,1015
86,152,1013
88,152,1016
87,152,1016
85,150,1015
84,148,1014
76,146,1015
79,148,1016
82,149,1014
85,150,1013
88,151,1017
89,152,1016
87,152,1015
85,152,1015
82,149,1015
81,148,1015
80,147,1015
80,147,1015
83,149,1017
83,150,1016
86,153,1013
86,152,1016
85,152,1016
88,151,1014
86,152,1016
83,148,1015
80,146,1015
79,147,1017
80,146,1015
82,149,1016
85,150,1015
